Xmeasurement,devXeui,host,name,topic,decodedXpayload_humidity,decodedXpayload_temperature,time
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.13786526283666,9.255741206988631,2023-05-15T00:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.4397650110628,9.335851071946289,2023-05-15T00:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.75638971541925,9.261081864652477,2023-05-15T00:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.0444037537194,9.34119172961013,2023-05-15T00:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.44686045624476,9.3492027161059,2023-05-15T00:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.3062485694667,9.172961013199057,2023-05-15T00:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.378728923476,9.03410391393912,2023-05-15T01:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.35530632486456,8.895246814679176,2023-05-15T01:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.93186846723124,8.90058747234302,2023-05-15T01:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.93186846723124,8.988708323796445,2023-05-15T01:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.51552605477988,8.951323720149539,2023-05-15T01:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.99862668802928,8.876554512855726,2023-05-15T01:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.78500038147554,8.769741359578852,2023-05-15T02:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.23132677195392,8.625543602655071,2023-05-15T02:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.20843823910889,8.510719462882427,2023-05-15T02:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.55558098725872,8.446631570916303,2023-05-15T02:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.84031433585108,8.382543678950178,2023-05-15T02:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.03158617532615,8.425268940260928,2023-05-15T02:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.5727473868925,8.478675516899365,2023-05-15T03:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.99290455481804,8.486686503395134,2023-05-15T03:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.39154650186924,8.374532692454416,2023-05-15T03:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.75638971541925,8.486686503395134,2023-05-15T03:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.97383077744716,8.459983215075916,2023-05-15T03:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,93.277103837644,8.529411764705884,2023-05-15T03:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,92.41306172274358,8.622873273823146,2023-05-15T04:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,91.52040894178684,8.724345769436177,2023-05-15T04:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,91.86945906767376,8.793774319066145,2023-05-15T04:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,91.11985961699855,8.852521553368426,2023-05-15T04:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,89.81902800030518,9.023422598611432,2023-05-15T04:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,90.97108415350576,9.074158846417944,2023-05-15T04:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,89.14190890363928,9.148928053711757,2023-05-15T05:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.89585717555505,9.19699397268635,2023-05-15T05:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,89.60158693827725,9.399938963912412,2023-05-15T05:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.9187457084001,9.480048828870068,2023-05-15T05:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.71465629053178,9.370565346761277,2023-05-15T05:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.14435034714275,9.413290608072025,2023-05-15T05:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,76.778286411841,12.935454337376974,2023-05-15T08:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,75.47173266193637,13.111696040283816,2023-05-15T08:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,75.57473105973907,13.047608148317693,2023-05-15T08:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.4420538643473,13.114366369115745,2023-05-15T09:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,74.44937819485772,13.130388342107274,2023-05-15T09:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,70.14061188677806,14.11306935225452,2023-05-15T09:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,71.08094911116197,14.225223163195238,2023-05-15T09:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,72.37605859464408,13.85671778439002,2023-05-15T09:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.31044480048828,13.576333257038222,2023-05-15T09:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,76.40062561989777,13.213168535896848,2023-05-15T10:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,79.65079728389411,13.20248722056916,2023-05-15T10:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,78.73144121461814,13.336003662165254,2023-05-15T10:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,74.56000610360876,13.736552986953534,2023-05-15T10:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,70.621271076524,14.3427176317998,2023-05-15T10:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,70.90928511482414,14.145113298237582,2023-05-15T10:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,71.08667124437324,13.632410162508585,2023-05-15T11:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,70.55832761120013,14.134431982909897,2023-05-15T11:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,68.65476462958725,14.748607614251924,2023-05-15T11:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,66.14084077210651,14.98092622262913,2023-05-15T11:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,64.57679102769512,15.648508430609596,2023-05-15T11:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,59.873197528038446,16.470969710841537,2023-05-15T11:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,55.74753948271916,16.668574044403755,2023-05-15T12:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,60.54840924696727,16.049057755397882,2023-05-15T12:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,56.54673075455863,14.551003280689706,2023-05-15T12:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,63.93400473029679,13.744563973449305,2023-05-15T12:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,68.45830472266728,13.189135576409557,2023-05-15T12:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,74.78698405432212,12.644388494697488,2023-05-15T12:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,75.19707026779584,12.270542458228428,2023-05-15T13:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,74.47608148317693,12.096971084153507,2023-05-15T13:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.08346684977494,11.93675135423819,2023-05-15T13:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.47829404135194,11.776531624322878,2023-05-15T13:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.19790951400016,11.584267948424504,2023-05-15T13:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,76.22896162355993,11.760509651331349,2023-05-15T13:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,75.22758831158923,11.757839322499429,2023-05-15T14:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,76.89082169832913,11.87533379110399,2023-05-15T14:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,77.49546044098574,11.763179980163272,2023-05-15T14:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,78.90501258869307,11.77386129549096,2023-05-15T14:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,80.69222552834363,11.635004196231025,2023-05-15T14:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,78.7085526817731,11.76585030899519,2023-05-15T14:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,81.33882658121614,11.787212939650566,2023-05-15T15:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,83.61051346608683,11.60563057907988,2023-05-15T15:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,82.50995651178759,11.626993209735254,2023-05-15T15:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,82.8761730373083,11.472114137483786,2023-05-15T15:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,85.96612497138933,11.325246051728088,2023-05-15T15:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,87.82963302052339,11.132982375829712,2023-05-15T15:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,86.44487678339819,11.08491645685512,2023-05-15T16:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,84.48981460288395,11.08491645685512,2023-05-15T16:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,84.65003433279927,10.86594949263752,2023-05-15T16:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,86.8683146410315,10.868619821469444,2023-05-15T16:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,87.3566033417258,10.895323109788665,2023-05-15T16:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,89.30785076676585,10.751125352864882,2023-05-15T16:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.21492332341496,10.911345082780194,2023-05-15T17:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.23208972304876,11.173037308308537,2023-05-15T17:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,87.1658655680171,11.394674601358057,2023-05-15T17:25:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.31219958800641,11.64568551155871,2023-05-15T17:35:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,87.96124208438239,11.549553673609523,2023-05-15T17:45:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,86.51735713740749,11.51750972762646,2023-05-15T17:55:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,85.65140764476998,11.522850385290305,2023-05-15T18:05:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.46478980697337,11.381322957198442,2023-05-15T18:15:49.000000Z
mqtt_consumer,D40451FEFF6E959E,grafana,84251a508492,helium/84251a508492/rx,88.31219958800641,11.183718623636224,2023-05-15T18:25:49.000000Z
