Xmeasurement,devXeui,host,name,topic,decodedXpayload_humidity,decodedXpayload_temperature,time
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,46.46242465857939,23.210879682612344,2023-06-01T19:33:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,47.646906233310446,22.853055619134807,2023-06-01T19:43:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,49.47608148317693,22.356374456397347,2023-06-01T19:53:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,54.507743953612575,21.59533073929961,2023-06-01T20:03:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,56.97016861219196,21.08796826123445,2023-06-01T20:13:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,59.01869230182345,20.938429846646827,2023-06-01T20:23:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,58.33203631647211,20.820935378042265,2023-06-01T20:33:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,60.82879377431907,20.479133287556262,2023-06-01T20:43:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,60.371023117418176,20.39635309376669,2023-06-01T20:53:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,57.6701762417029,20.23613336385138,2023-06-01T21:03:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,58.66392004272527,20.027847714961467,2023-06-01T21:13:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,58.98817425803006,19.926375219348444,2023-06-01T21:23:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,58.49034866865034,19.707408255130844,2023-06-01T21:33:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,58.54375524528878,19.389639124132145,2023-06-01T21:43:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,59.82169832913711,19.053177691309983,2023-06-01T21:53:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,59.95712214847028,18.92500190737773,2023-06-01T22:03:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,59.72060730907148,18.882276646066984,2023-06-01T22:13:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,59.80453192950331,18.802166781109328,2023-06-01T22:23:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,60.17837796597239,18.703364614328223,2023-06-01T22:33:40.000000Z
mqtt_consumer,EB3FCBFEFFE70FFE,grafana,d84fa928944b,helium/d84fa928944b/rx,63.72610055695429,17.854200045777063,2023-06-01T22:43:40.000000Z
