time,temp_ref,temp_old_logger,temp_new_logger,Row,Anomaly_new_log_ref,Anomaly_old_log_ref,Anomaly_new_log_old_log
2023-05-19T11:30:00Z,13.9,15.091,14.473563744563975,629,0.573563744563975,1.190999999999999,-0.617436255436024
2023-05-19T11:40:00Z,14.3,15.187,14.713893339436945,630,0.4138933394369442,0.8869999999999987,-0.4731066605630545
2023-05-19T11:50:00Z,14,15.378,14.668497749294268,631,0.6684977492942679,1.3780000000000001,-0.7095022507057323
2023-05-19T12:00:00Z,14.4,15.664,15.122453650720992,632,0.7224536507209915,1.2639999999999993,-0.5415463492790078
2023-05-19T12:10:00Z,14.5,15.187,14.412146181429769,633,-0.08785381857023111,0.6869999999999994,-0.7748538185702305
2023-05-19T12:20:00Z,14.2,15.282,14.834058136873423,634,0.6340581368734242,1.0820000000000007,-0.4479418631265766
2023-05-19T12:30:00Z,14.1,15.378,14.818036163881892,635,0.7180361638818926,1.2780000000000005,-0.5599638361181078
2023-05-19T12:40:00Z,14.4,15.378,14.874113069352257,636,0.4741130693522564,0.9779999999999998,-0.5038869306477434
2023-05-19T12:50:00Z,14.3,15.187,14.804684519722286,637,0.5046845197222858,0.8869999999999987,-0.3823154802777129
2023-05-19T13:00:00Z,14.2,15.76,15.461585412375063,638,1.261585412375064,1.5600000000000005,-0.29841458762493644
2023-05-19T13:10:00Z,14.4,15.76,15.429541466392005,639,1.0295414663920042,1.3599999999999994,-0.33045853360799526
2023-05-19T13:20:00Z,14.8,16.046,15.664530403601129,640,0.8645304036011279,1.2459999999999987,-0.3814695963988708
2023-05-19T13:30:00Z,14.8,15.76,15.181200885023271,641,0.38120088502327043,0.9599999999999991,-0.5787991149767286
2023-05-19T13:40:00Z,14.9,15.76,15.400167849240866,642,0.5001678492408654,0.8599999999999994,-0.359832150759134
2023-05-19T13:50:00Z,15,16.237,16.07843137254902,643,1.0784313725490193,1.2369999999999983,-0.158568627450979
2023-05-19T14:00:00Z,15.7,15.951,15.59243152513924,644,-0.10756847486075927,0.2510000000000012,-0.3585684748607605
2023-05-19T14:10:00Z,14.8,15.76,15.46425574120699,645,0.6642557412069898,0.9599999999999991,-0.29574425879300925
2023-05-19T14:20:00Z,14.8,16.141,15.744640268558785,646,0.9446402685587838,1.3409999999999975,-0.3963597314412137
2023-05-19T14:30:00Z,15.1,16.713,16.35881589990082,647,1.258815899900819,1.6130000000000013,-0.35418410009918233
2023-05-19T14:40:00Z,15.4,16.332,15.717936980239564,648,0.31793698023956374,0.9320000000000004,-0.6140630197604366
2023-05-19T14:50:00Z,14.8,15.473,15.028992141603725,649,0.22899214160372416,0.673,-0.4440078583962759
2023-05-19T15:00:00Z,14.8,15.378,14.970244907301442,650,0.17024490730144137,0.5779999999999994,-0.40775509269855803
2023-05-19T15:10:00Z,14.6,15.378,14.95689326314183,651,0.35689326314182956,0.7780000000000005,-0.4211067368581709
