 

stn;time;gre000z0;tre200s0;rre150z0;ure200s0;fu3010z0;dkl010z0
BER;202305150000;0;9.5;0.0;94.8;5.8;180
BER;202305150010;0;9.4;0.0;95.1;6.1;158
BER;202305150020;0;9.7;0.0;94.0;6.1;162
BER;202305150030;0;9.8;0.0;92.7;5.8;209
BER;202305150040;0;9.6;0.0;93.3;5.0;183
BER;202305150050;0;9.5;0.0;93.7;5.4;168
BER;202305150100;0;9.4;0.0;94.5;4.0;170
BER;202305150110;0;9.5;0.0;94.2;4.3;173
BER;202305150120;0;9.4;0.0;94.4;4.0;183
BER;202305150130;0;9.3;0.0;95.5;3.2;200
BER;202305150140;0;9.5;0.0;94.2;4.0;191
BER;202305150150;0;9.4;0.0;95.2;4.7;187
BER;202305150200;0;9.3;0.0;94.4;3.2;190
BER;202305150210;0;9.3;0.0;93.7;4.3;169
BER;202305150220;0;9.1;0.0;94.9;4.3;183
BER;202305150230;0;9.1;0.0;95.2;5.4;180
BER;202305150240;0;9.1;0.0;94.9;4.3;181
BER;202305150250;0;9.1;0.0;93.7;6.8;176
BER;202305150300;0;9.0;0.0;95.1;6.5;166
BER;202305150310;0;8.9;0.0;94.5;5.4;172
BER;202305150320;0;8.9;0.0;93.8;5.4;167
BER;202305150330;0;9.0;0.0;93.1;5.0;189
BER;202305150340;0;9.0;0.0;92.9;6.5;182
BER;202305150350;1;8.9;0.0;93.5;9.4;176
BER;202305150400;2;8.8;0.0;94.1;7.2;160
BER;202305150410;7;8.9;0.0;93.6;6.8;166
BER;202305150420;16;9.0;0.0;93.2;7.9;176
BER;202305150430;32;9.1;0.0;92.9;7.6;175
BER;202305150440;45;9.1;0.0;92.2;6.5;197
BER;202305150450;61;9.3;0.2;91.8;5.4;192
BER;202305150500;105;9.4;0.4;91.9;5.0;156
BER;202305150510;151;9.7;0.1;92.6;6.8;151
BER;202305150520;146;9.7;0.0;91.3;6.8;168
BER;202305150530;119;9.6;0.0;90.6;8.3;162
BER;202305150540;174;9.8;0.0;89.1;7.2;154
BER;202305150550;125;9.7;0.0;89.2;6.5;166
BER;202305150600;121;9.7;0.0;89.0;4.3;165
BER;202305150610;161;10.0;0.0;88.7;6.1;156
BER;202305150620;135;10.1;0.0;90.7;6.1;152
BER;202305150630;130;10.2;0.0;90.0;5.8;159
BER;202305150640;186;10.2;0.0;88.2;6.1;173
BER;202305150650;414;11.1;0.0;87.1;6.8;170
BER;202305150700;506;10.9;0.0;86.4;8.3;161
BER;202305150710;423;11.6;0.0;84.3;7.2;162
BER;202305150720;500;11.8;0.0;82.0;6.1;181
BER;202305150730;503;11.6;0.0;80.4;5.0;196
BER;202305150740;548;12.3;0.0;78.9;4.7;188
BER;202305150750;515;12.6;0.0;78.8;5.8;150
BER;202305150800;767;13.1;0.0;73.6;6.1;198
BER;202305150810;729;13.1;0.0;75.0;6.5;168
BER;202305150820;500;13.3;0.0;78.9;5.0;167
BER;202305150830;400;13.0;0.0;76.5;5.0;142
BER;202305150840;688;13.2;0.0;74.1;3.6;198
BER;202305150850;650;13.6;0.0;75.7;5.8;274
BER;202305150900;264;12.9;0.0;77.7;5.8;242
BER;202305150910;236;12.8;0.0;79.3;4.3;237
BER;202305150920;274;13.3;0.0;71.9;3.6;191
BER;202305150930;254;13.4;0.0;69.7;3.2;149
BER;202305150940;120;13.0;0.0;76.0;1.4;129
BER;202305150950;176;13.2;0.0;71.5;2.9;162
BER;202305151000;359;13.3;0.0;69.9;3.6;164
BER;202305151010;518;14.0;0.0;70.0;4.0;124
BER;202305151020;773;14.5;0.0;70.1;3.6;77
BER;202305151030;845;15.1;0.0;69.3;4.3;137
BER;202305151040;623;14.5;0.0;68.8;5.8;172
BER;202305151050;480;14.4;0.0;69.1;5.0;69
BER;202305151100;554;14.5;0.0;64.9;3.6;157
BER;202305151110;976;15.3;0.0;65.8;6.1;121
BER;202305151120;1061;16.9;0.0;67.1;9.0;137
BER;202305151130;1064;16.3;0.0;64.9;10.4;151
BER;202305151140;714;15.4;0.0;66.8;9.7;148
BER;202305151150;311;14.9;0.0;64.2;7.9;183
BER;202305151200;220;15.1;0.0;61.8;6.1;172
BER;202305151210;92;13.5;0.3;67.7;6.8;257
BER;202305151220;35;11.4;0.7;73.4;14.8;2
BER;202305151230;71;10.2;1.9;80.6;9.7;39
BER;202305151240;89;10.6;0.6;83.5;3.6;90
BER;202305151250;96;10.8;0.3;87.9;6.8;180
BER;202305151300;146;11.4;0.1;87.4;8.6;151
BER;202305151310;242;11.9;0.1;85.1;10.8;151
BER;202305151320;288;11.9;0.0;78.1;14.4;148
BER;202305151330;314;11.9;0.0;82.5;15.5;151
BER;202305151340;354;11.9;0.0;78.7;16.9;144
BER;202305151350;238;11.8;0.0;81.2;11.9;137
BER;202305151400;131;11.6;0.0;76.9;4.7;162
BER;202305151410;134;11.6;0.0;83.8;5.0;192
BER;202305151420;72;11.3;0.0;82.1;7.9;204
BER;202305151430;72;11.2;0.0;80.4;7.2;198
BER;202305151440;71;11.2;0.1;83.3;5.0;199
BER;202305151450;98;11.4;0.0;83.3;4.0;189
BER;202305151500;95;11.5;0.0;84.9;4.3;154
BER;202305151510;73;11.3;0.0;84.0;5.8;130
BER;202305151520;58;11.4;0.0;82.5;5.0;114
BER;202305151530;55;11.2;0.0;86.5;5.4;350
BER;202305151540;109;11.5;0.0;89.4;3.6;32
BER;202305151550;158;11.5;0.1;81.1;5.0;78
BER;202305151600;146;11.3;0.1;85.8;5.4;53
BER;202305151610;109;11.3;0.0;83.8;7.2;67
BER;202305151620;77;11.3;0.0;85.1;2.9;100
BER;202305151630;84;11.5;0.0;84.8;5.0;145
BER;202305151640;94;11.4;0.0;88.2;5.4;150
BER;202305151650;83;11.4;0.0;85.7;3.6;148
BER;202305151700;123;11.6;0.0;86.7;1.1;169
BER;202305151710;141;11.7;0.0;86.1;0.4;135
BER;202305151720;102;11.5;0.0;84.2;0.4;0
BER;202305151730;98;11.6;0.0;84.1;1.1;182
BER;202305151740;76;11.4;0.0;89.3;3.2;44
BER;202305151750;60;11.3;0.0;88.7;6.8;3
BER;202305151800;36;11.1;0.0;89.5;7.9;5
BER;202305151810;23;11.0;0.0;90.1;5.4;354
BER;202305151820;19;11.0;0.0;90.5;2.5;43
BER;202305151830;10;10.8;0.0;90.1;3.2;86
BER;202305151840;4;10.8;0.0;92.3;4.0;47
BER;202305151850;2;10.8;0.0;92.8;2.9;18
BER;202305151900;1;10.7;0.0;92.3;0.7;17
BER;202305151910;0;10.6;0.0;93.2;0.7;27
BER;202305151920;0;10.4;0.0;93.7;2.5;135
BER;202305151930;0;10.4;0.0;94.3;2.2;118
BER;202305151940;0;10.4;0.0;92.0;1.8;131
BER;202305151950;0;10.2;0.0;90.8;3.2;112
BER;202305152000;0;10.1;0.0;91.2;2.9;101
BER;202305152010;0;9.8;0.0;91.4;1.1;123
BER;202305152020;0;9.4;0.0;95.0;0.7;13
BER;202305152030;0;9.7;0.0;93.3;2.2;38
BER;202305152040;0;9.6;0.0;94.7;1.8;4
BER;202305152050;0;9.7;0.0;94.8;0.7;357
BER;202305152100;0;9.8;0.0;95.8;1.4;25
BER;202305152110;0;9.8;0.0;95.9;1.4;42
BER;202305152120;0;9.7;0.0;95.7;1.4;246
BER;202305152130;0;9.6;0.0;95.6;0.7;208
BER;202305152140;0;9.8;0.0;94.9;1.4;117
BER;202305152150;0;9.8;0.1;93.8;1.1;162
BER;202305152200;0;9.9;0.0;91.5;3.2;180
BER;202305152210;0;9.8;0.0;94.6;1.4;139
BER;202305152220;0;9.9;0.1;94.8;0.7;126
BER;202305152230;0;9.9;0.0;93.9;0.7;217
BER;202305152240;0;9.8;0.0;95.1;0.0;0
BER;202305152250;0;9.6;0.0;96.2;0.4;127
BER;202305152300;0;9.6;0.0;96.1;0.0;0
BER;202305152310;0;9.7;0.0;96.6;0.0;0
BER;202305152320;0;9.8;0.0;95.7;0.0;0
BER;202305152330;0;9.6;0.0;96.1;0.4;360
BER;202305152340;0;9.4;0.0;96.6;0.0;0
BER;202305152350;0;9.5;0.0;96.5;0.7;86
BER;202305160000;0;9.6;0.0;96.5;1.4;52
BER;202305160010;0;9.7;0.0;94.7;1.1;156
BER;202305160020;0;9.6;0.0;96.9;0.7;74
BER;202305160030;0;9.7;0.0;95.0;2.2;14
BER;202305160040;0;9.6;0.0;96.2;1.4;15
BER;202305160050;0;9.7;0.0;95.4;0.7;35
BER;202305160100;0;9.5;0.0;96.9;1.4;36
BER;202305160110;0;9.5;0.0;96.0;0.4;42
BER;202305160120;0;9.6;0.0;96.1;0.0;0
BER;202305160130;0;9.4;0.0;96.9;1.1;357
BER;202305160140;0;9.5;0.0;93.4;1.8;46
BER;202305160150;0;9.5;0.0;96.9;1.1;59
BER;202305160200;0;9.5;0.0;96.3;1.8;35
BER;202305160210;0;9.4;0.0;97.0;1.4;40
BER;202305160220;0;9.6;0.0;96.6;0.0;0
BER;202305160230;0;9.3;0.0;97.3;0.4;23
BER;202305160240;0;9.4;0.0;97.3;0.4;13
BER;202305160250;0;9.4;0.0;96.1;2.5;17
BER;202305160300;0;9.3;0.0;96.7;2.5;360
BER;202305160310;0;9.4;0.0;96.7;5.4;18
BER;202305160320;0;9.4;0.0;96.6;5.4;23
BER;202305160330;0;9.4;0.0;96.8;5.8;25
BER;202305160340;0;9.4;0.0;96.3;5.8;19
BER;202305160350;0;9.5;0.0;96.3;4.7;21
BER;202305160400;2;9.5;0.0;96.7;5.0;9
BER;202305160410;5;9.5;0.0;96.4;4.7;14
BER;202305160420;7;9.6;0.0;95.4;6.1;13
BER;202305160430;10;9.6;0.0;95.7;5.8;28
BER;202305160440;11;9.6;0.0;95.6;5.0;30
BER;202305160450;9;9.6;0.0;96.0;4.7;17
BER;202305160500;16;9.6;0.0;95.4;5.0;19
BER;202305160510;18;9.8;0.1;96.1;4.3;14
BER;202305160520;23;9.8;0.0;95.8;5.0;21
BER;202305160530;41;9.8;0.0;94.9;5.4;26
BER;202305160540;65;9.9;0.0;95.5;6.1;24
BER;202305160550;75;10.1;0.0;94.7;5.4;360
BER;202305160600;111;10.3;0.0;94.3;5.0;3
BER;202305160610;124;10.3;0.0;94.8;7.6;23
BER;202305160620;119;10.4;0.0;94.2;7.2;26
BER;202305160630;101;10.3;0.0;93.2;6.5;19
BER;202305160640;113;10.6;0.0;91.8;5.4;35
BER;202305160650;96;10.7;0.0;92.7;4.7;31
BER;202305160700;83;10.7;0.0;92.7;3.6;34
BER;202305160710;92;10.8;0.0;92.4;5.4;27
BER;202305160720;75;10.6;0.0;92.7;6.8;6
BER;202305160730;48;10.5;0.0;93.9;7.2;3
BER;202305160740;47;10.6;0.0;93.2;6.8;16
BER;202305160750;59;10.6;0.0;93.4;5.0;16
BER;202305160800;71;10.8;0.0;93.3;6.5;20
BER;202305160810;85;10.7;0.0;92.3;9.0;24
BER;202305160820;142;10.9;0.0;91.5;9.0;28
BER;202305160830;129;10.7;0.0;86.9;10.1;26
BER;202305160840;116;10.6;0.0;80.4;14.4;26
BER;202305160850;99;10.4;0.0;82.5;11.2;21
BER;202305160900;229;10.7;0.0;84.2;9.7;16
BER;202305160910;132;10.4;0.0;83.2;10.1;23
BER;202305160920;110;10.3;0.0;87.2;8.6;23
BER;202305160930;185;10.6;0.1;86.9;9.0;23
BER;202305160940;205;10.4;0.1;87.0;10.8;25
BER;202305160950;213;10.6;0.0;91.7;7.9;37
BER;202305161000;344;10.8;0.1;88.6;6.5;39
BER;202305161010;329;10.5;0.2;87.9;15.1;26
BER;202305161020;213;10.2;0.1;89.7;14.0;32
BER;202305161030;259;10.5;0.2;91.7;12.6;32
BER;202305161040;292;10.2;0.1;90.1;11.9;36
BER;202305161050;277;10.4;0.0;91.8;10.8;40
BER;202305161100;455;11.1;0.0;89.5;13.3;23
BER;202305161110;345;10.6;0.0;85.6;18.0;26
BER;202305161120;279;10.4;0.2;89.5;13.3;27
BER;202305161130;218;10.7;0.1;88.2;9.7;30
BER;202305161140;236;10.5;0.0;90.0;8.3;38
BER;202305161150;252;11.2;0.0;88.7;7.6;43
BER;202305161200;239;10.8;0.0;88.8;6.5;44
BER;202305161210;190;11.1;0.0;90.3;6.8;30
BER;202305161220;183;10.9;0.0;86.6;8.3;41
BER;202305161230;107;10.6;0.0;84.8;10.4;37
BER;202305161240;102;10.6;0.0;84.7;13.3;30
BER;202305161250;97;10.5;0.0;83.2;9.7;30
BER;202305161300;183;10.6;0.0;83.4;13.7;22
BER;202305161310;216;10.7;0.0;83.9;15.1;32
BER;202305161320;187;10.7;0.0;82.5;14.0;17
BER;202305161330;128;10.5;0.0;83.7;11.9;21
BER;202305161340;110;10.6;0.0;87.3;7.2;22
BER;202305161350;101;10.4;0.0;86.1;9.0;16
BER;202305161400;101;10.5;0.0;85.3;11.5;11
BER;202305161410;114;10.4;0.0;85.7;15.8;11
BER;202305161420;93;10.1;0.0;85.5;11.9;14
BER;202305161430;77;10.1;0.0;86.3;9.7;18
BER;202305161440;88;10.2;0.0;84.3;8.3;13
BER;202305161450;90;10.2;0.0;85.4;11.2;13
BER;202305161500;90;10.1;0.0;84.4;12.2;10
BER;202305161510;71;9.9;0.0;84.5;14.0;14
BER;202305161520;80;9.8;0.0;86.3;11.9;9
BER;202305161530;63;9.8;0.0;85.5;11.2;11
BER;202305161540;62;9.8;0.0;86.4;11.9;12
BER;202305161550;52;9.8;0.0;85.9;11.5;5
BER;202305161600;55;9.6;0.0;85.1;11.5;24
BER;202305161610;71;9.7;0.0;85.6;9.7;18
BER;202305161620;51;9.6;0.0;85.8;10.8;14
BER;202305161630;53;9.4;0.0;85.8;13.3;6
BER;202305161640;41;9.0;0.1;87.6;16.2;12
BER;202305161650;47;8.8;0.1;90.3;12.6;18
BER;202305161700;69;8.8;0.3;91.5;10.4;19
BER;202305161710;57;8.6;0.1;92.2;9.7;12
BER;202305161720;26;8.7;0.2;92.5;7.6;5
BER;202305161730;16;8.6;0.2;94.6;7.9;15
BER;202305161740;18;8.6;0.0;93.3;7.6;16
BER;202305161750;32;8.6;0.1;92.6;9.4;13
BER;202305161800;35;8.5;0.0;91.9;9.7;19
BER;202305161810;33;8.4;0.0;92.5;9.0;35
BER;202305161820;28;8.4;0.0;94.0;9.7;26
BER;202305161830;20;8.3;0.0;93.8;7.2;23
BER;202305161840;13;8.3;0.0;93.5;8.3;31
BER;202305161850;8;8.3;0.0;93.7;5.8;39
BER;202305161900;2;8.2;0.0;94.8;6.1;41
BER;202305161910;0;8.2;0.1;93.3;7.9;35
BER;202305161920;0;8.2;0.1;94.6;6.8;41
BER;202305161930;0;8.1;0.1;93.8;7.2;31
BER;202305161940;0;8.1;0.1;93.1;7.6;34
BER;202305161950;0;8.0;0.0;94.2;7.9;27
BER;202305162000;0;8.0;0.1;93.7;7.2;33
BER;202305162010;0;7.9;0.0;93.9;6.1;26
BER;202305162020;0;7.9;0.1;93.7;5.8;33
BER;202305162030;0;7.9;0.1;92.8;5.8;26
BER;202305162040;0;7.9;0.0;94.4;6.5;37
BER;202305162050;0;7.9;0.1;93.2;6.8;41
BER;202305162100;0;7.9;0.0;92.4;5.4;37
BER;202305162110;0;7.8;0.1;93.1;7.2;22
BER;202305162120;0;7.8;0.0;93.9;5.8;12
BER;202305162130;0;7.8;0.0;93.8;6.1;11
BER;202305162140;0;7.8;0.0;93.2;7.2;10
BER;202305162150;0;7.9;0.1;92.9;7.9;24
BER;202305162200;0;7.8;0.0;92.1;6.1;31
BER;202305162210;0;7.7;0.0;92.2;6.1;25
BER;202305162220;0;7.8;0.0;90.3;4.7;39
BER;202305162230;0;7.8;0.0;91.4;4.7;22
BER;202305162240;0;7.8;0.0;90.8;3.2;51
BER;202305162250;0;7.6;0.0;89.8;4.0;65
BER;202305162300;0;7.5;0.0;90.3;3.2;60
BER;202305162310;0;7.4;0.1;89.7;5.0;65
BER;202305162320;0;7.2;0.0;90.5;5.4;62
BER;202305162330;0;7.2;0.0;87.0;6.1;64
BER;202305162340;0;7.0;0.0;87.4;5.4;54
BER;202305162350;0;7.0;0.0;87.8;6.8;55
BER;202305170000;0;6.9;0.0;87.8;6.1;57
BER;202305170010;0;6.9;0.0;86.5;5.4;59
BER;202305170020;0;6.9;0.0;86.4;5.4;29
BER;202305170030;0;6.8;0.0;88.2;5.8;45
BER;202305170040;0;6.8;0.0;87.9;2.5;45
BER;202305170050;0;6.8;0.0;87.7;2.5;9
BER;202305170100;0;6.7;0.0;87.8;3.2;15
BER;202305170110;0;6.9;0.0;81.6;9.7;35
BER;202305170120;0;6.8;0.0;80.6;11.2;42
BER;202305170130;0;6.8;0.0;80.4;10.4;50
BER;202305170140;0;6.7;0.0;79.9;7.6;52
BER;202305170150;0;6.5;0.0;81.7;7.6;50
BER;202305170200;0;6.7;0.0;78.5;6.8;54
BER;202305170210;0;6.7;0.0;77.7;7.6;52
BER;202305170220;0;6.7;0.0;79.1;7.9;45
BER;202305170230;0;6.4;0.0;81.6;7.6;32
BER;202305170240;0;6.4;0.0;83.2;7.9;30
BER;202305170250;0;6.5;0.0;81.5;8.6;31
BER;202305170300;0;6.3;0.0;84.1;8.6;29
BER;202305170310;0;6.5;0.0;82.5;9.0;28
BER;202305170320;0;6.5;0.0;81.4;10.1;31
BER;202305170330;0;6.6;0.0;78.8;13.3;28
BER;202305170340;0;6.6;0.0;79.9;13.0;31
BER;202305170350;0;6.4;0.0;80.5;13.0;28
BER;202305170400;2;6.4;0.0;80.7;12.2;29
BER;202305170410;5;6.4;0.0;79.6;11.5;28
BER;202305170420;9;6.6;0.0;77.0;13.7;30
BER;202305170430;16;6.6;0.0;76.7;11.2;33
BER;202305170440;24;6.6;0.0;77.5;11.5;29
BER;202305170450;29;6.6;0.0;78.9;9.4;30
BER;202305170500;38;6.7;0.0;77.1;10.4;22
BER;202305170510;59;6.7;0.0;77.4;10.4;25
BER;202305170520;74;6.7;0.0;77.9;11.9;31
BER;202305170530;98;6.8;0.0;75.6;11.5;34
BER;202305170540;93;6.7;0.0;76.9;14.0;31
BER;202305170550;90;6.8;0.0;76.2;13.7;38
BER;202305170600;88;6.7;0.0;77.2;16.2;32
BER;202305170610;124;7.0;0.0;74.3;16.9;27
BER;202305170620;135;7.0;0.0;74.5;17.6;23
BER;202305170630;135;7.0;0.0;75.4;16.9;22
BER;202305170640;208;7.3;0.0;74.3;15.5;27
BER;202305170650;297;7.6;0.0;71.8;16.2;30
BER;202305170700;396;8.0;0.0;73.2;18.4;25
BER;202305170710;492;8.1;0.0;72.4;19.4;25
BER;202305170720;386;8.0;0.0;71.2;22.3;26
BER;202305170730;443;8.3;0.0;69.1;22.3;23
BER;202305170740;275;7.9;0.0;70.2;21.2;32
BER;202305170750;335;8.1;0.0;72.5;17.6;34
BER;202305170800;275;8.1;0.0;71.3;16.9;29
BER;202305170810;345;8.3;0.0;70.1;15.5;34
BER;202305170820;411;9.0;0.0;71.0;14.4;35
BER;202305170830;432;8.9;0.0;68.8;18.0;36
BER;202305170840;516;9.6;0.0;67.0;15.8;35
BER;202305170850;495;9.7;0.0;67.5;18.0;35
BER;202305170900;648;9.9;0.0;60.3;19.1;36
BER;202305170910;592;10.3;0.0;61.1;18.7;43
BER;202305170920;701;10.2;0.0;59.5;20.5;37
BER;202305170930;595;10.5;0.0;61.6;18.0;44
BER;202305170940;524;10.2;0.0;60.4;19.4;48
BER;202305170950;416;10.1;0.0;58.3;18.7;48
BER;202305171000;412;9.9;0.0;58.7;21.2;51
BER;202305171010;350;10.1;0.0;60.1;17.6;48
BER;202305171020;319;9.8;0.0;58.1;19.1;57
BER;202305171030;332;9.8;0.0;58.7;18.4;67
BER;202305171040;525;10.3;0.0;59.4;19.1;57
BER;202305171050;774;10.7;0.0;57.0;18.4;54
BER;202305171100;642;10.9;0.0;56.7;18.4;53
BER;202305171110;473;10.9;0.0;59.5;16.9;39
BER;202305171120;305;10.3;0.0;55.8;17.3;59
BER;202305171130;509;10.8;0.0;56.0;16.2;39
BER;202305171140;465;10.6;0.0;53.1;21.2;56
BER;202305171150;592;11.5;0.0;55.4;19.8;63
BER;202305171200;447;10.9;0.0;55.3;20.5;43
BER;202305171210;440;11.4;0.0;55.3;16.9;65
BER;202305171220;657;12.0;0.0;56.5;16.9;61
BER;202305171230;642;11.9;0.0;54.8;20.2;61
BER;202305171240;487;11.3;0.0;55.5;15.5;73
BER;202305171250;441;11.6;0.0;57.7;11.5;69
BER;202305171300;405;11.5;0.0;55.7;17.3;77
BER;202305171310;551;11.6;0.0;52.9;16.6;69
BER;202305171320;666;12.4;0.0;53.5;15.5;59
BER;202305171330;607;12.4;0.0;55.7;13.7;52
BER;202305171340;802;12.9;0.0;52.9;15.1;51
BER;202305171350;812;12.6;0.0;50.9;18.0;54
BER;202305171400;616;12.4;0.0;52.8;15.8;70
BER;202305171410;566;12.3;0.0;51.3;15.5;80
BER;202305171420;667;12.5;0.0;50.1;14.8;59
BER;202305171430;614;13.1;0.0;52.8;11.9;74
BER;202305171440;428;12.1;0.0;54.6;18.4;86
BER;202305171450;371;11.8;0.0;52.4;17.6;83
BER;202305171500;354;12.0;0.0;56.3;13.3;81
BER;202305171510;258;11.8;0.0;54.5;13.0;77
BER;202305171520;273;11.6;0.0;55.0;13.7;73
BER;202305171530;304;11.7;0.0;56.8;15.1;79
BER;202305171540;264;11.7;0.0;54.5;16.2;84
BER;202305171550;222;11.6;0.0;56.3;11.5;77
BER;202305171600;216;11.6;0.0;54.7;15.1;56
BER;202305171610;197;11.5;0.0;54.2;15.8;77
BER;202305171620;182;11.5;0.0;58.0;12.2;91
BER;202305171630;177;11.5;0.0;57.3;13.7;78
BER;202305171640;170;11.4;0.0;52.1;16.2;82
BER;202305171650;174;11.4;0.0;53.7;14.0;76
BER;202305171700;209;11.7;0.0;52.6;12.6;81
BER;202305171710;143;11.2;0.0;55.3;13.0;68
BER;202305171720;146;11.3;0.0;54.9;10.8;59
BER;202305171730;136;11.3;0.0;53.1;12.2;66
BER;202305171740;163;11.4;0.0;53.8;9.0;67
BER;202305171750;125;11.2;0.0;54.2;10.8;65
BER;202305171800;111;11.0;0.0;56.8;10.4;64
BER;202305171810;103;11.0;0.0;55.1;13.7;81
BER;202305171820;73;10.8;0.0;58.3;7.6;73
BER;202305171830;49;10.6;0.0;59.9;9.4;83
BER;202305171840;34;10.6;0.0;59.1;7.6;75
BER;202305171850;16;10.2;0.0;61.0;5.8;73
BER;202305171900;7;10.4;0.0;58.7;6.8;86
BER;202305171910;4;10.3;0.0;59.3;7.2;80
BER;202305171920;0;10.1;0.0;59.6;9.0;85
BER;202305171930;0;10.1;0.0;59.0;8.3;83
BER;202305171940;0;10.0;0.0;59.0;5.8;82
BER;202305171950;0;9.9;0.0;60.9;4.0;80
BER;202305172000;0;9.9;0.0;61.0;4.3;55
BER;202305172010;0;9.6;0.0;63.9;4.3;40
BER;202305172020;0;9.7;0.0;64.0;2.9;40
BER;202305172030;0;9.8;0.0;63.6;5.8;46
BER;202305172040;0;9.7;0.0;64.9;5.4;49
BER;202305172050;0;9.6;0.0;65.8;6.1;52
BER;202305172100;0;9.5;0.0;67.3;6.5;47
BER;202305172110;0;9.5;0.0;67.3;6.1;45
BER;202305172120;0;9.4;0.0;68.4;7.6;43
BER;202305172130;0;9.1;0.0;70.5;4.7;51
BER;202305172140;0;9.4;0.0;68.0;6.1;41
BER;202305172150;0;9.2;0.0;69.8;5.4;34
BER;202305172200;0;9.1;0.0;71.0;7.2;27
BER;202305172210;0;9.1;0.0;70.3;9.4;33
BER;202305172220;0;9.1;0.0;70.1;9.4;37
BER;202305172230;0;9.0;0.0;70.9;10.1;45
BER;202305172240;0;8.9;0.0;70.7;9.0;33
BER;202305172250;0;8.7;0.0;71.0;11.2;32
BER;202305172300;0;8.7;0.0;70.6;11.5;29
BER;202305172310;0;8.6;0.0;71.3;9.0;32
BER;202305172320;0;8.5;0.0;71.7;10.1;38
BER;202305172330;0;8.3;0.0;72.8;7.6;44
BER;202305172340;0;8.2;0.0;72.2;8.3;38
BER;202305172350;0;7.9;0.0;75.1;7.6;43
BER;202305180000;0;7.9;0.0;74.6;7.6;37
BER;202305180010;0;7.6;0.0;75.6;9.4;25
BER;202305180020;0;7.4;0.0;77.0;7.6;29
BER;202305180030;0;7.1;0.0;78.2;9.0;18
BER;202305180040;0;7.0;0.0;78.4;11.2;26
BER;202305180050;0;6.8;0.0;79.7;11.5;24
BER;202305180100;0;6.6;0.0;80.5;11.5;23
BER;202305180110;0;6.4;0.0;81.8;11.5;25
BER;202305180120;0;6.5;0.0;80.6;11.9;22
BER;202305180130;0;6.4;0.0;81.2;14.8;17
BER;202305180140;0;6.4;0.0;80.9;12.6;22
BER;202305180150;0;6.1;0.0;84.1;9.7;32
BER;202305180200;0;6.1;0.0;82.9;11.2;35
BER;202305180210;0;6.1;0.0;82.8;13.0;30
BER;202305180220;0;6.1;0.0;82.4;13.7;31
BER;202305180230;0;5.9;0.0;83.8;15.1;28
BER;202305180240;0;6.0;0.0;82.3;14.4;27
BER;202305180250;0;5.9;0.0;82.4;16.6;25
BER;202305180300;0;5.9;0.0;83.1;16.2;30
BER;202305180310;0;5.9;0.0;82.5;17.3;31
BER;202305180320;0;5.9;0.0;82.5;16.9;32
BER;202305180330;0;5.8;0.0;83.1;16.6;29
BER;202305180340;0;5.8;0.0;83.3;16.2;27
BER;202305180350;1;5.9;0.0;82.8;17.3;29
BER;202305180400;4;5.9;0.0;82.6;19.4;27
BER;202305180410;8;5.9;0.0;82.5;19.8;28
BER;202305180420;16;5.9;0.0;82.9;18.7;29
BER;202305180430;26;6.0;0.0;82.3;19.8;26
BER;202305180440;36;6.1;0.0;81.8;19.4;25
BER;202305180450;49;6.3;0.0;80.6;18.4;24
BER;202305180500;63;6.3;0.0;80.4;18.4;28
BER;202305180510;78;6.5;0.0;80.4;17.6;27
BER;202305180520;93;6.5;0.0;79.1;19.1;26
BER;202305180530;107;6.7;0.0;79.4;19.1;27
BER;202305180540;127;6.7;0.0;79.3;16.9;24
BER;202305180550;140;6.9;0.0;79.6;14.0;27
BER;202305180600;163;7.0;0.0;77.6;14.8;27
BER;202305180610;204;7.3;0.0;77.1;14.8;28
BER;202305180620;216;7.2;0.0;77.5;14.8;32
BER;202305180630;307;7.8;0.0;77.2;13.7;37
BER;202305180640;286;7.6;0.0;77.6;15.8;30
BER;202305180650;367;8.1;0.0;75.7;13.7;29
BER;202305180700;453;8.4;0.0;73.7;14.4;28
BER;202305180710;547;9.0;0.0;72.4;13.0;26
BER;202305180720;494;9.3;0.0;71.1;13.3;31
BER;202305180730;609;9.4;0.0;71.9;11.9;42
BER;202305180740;376;8.7;0.0;72.8;9.7;56
BER;202305180750;292;8.9;0.0;72.1;11.5;40
BER;202305180800;265;8.9;0.0;70.9;13.0;46
BER;202305180810;309;9.0;0.0;68.9;11.9;62
BER;202305180820;284;9.4;0.0;70.6;13.0;43
BER;202305180830;340;9.1;0.0;68.3;11.9;52
BER;202305180840;417;9.5;0.0;69.3;11.5;32
BER;202305180850;449;9.9;0.0;66.1;11.5;55
BER;202305180900;484;10.0;0.0;66.9;13.7;30
BER;202305180910;458;10.1;0.0;67.3;12.2;35
BER;202305180920;402;10.1;0.0;64.5;14.0;55
BER;202305180930;336;10.3;0.0;66.4;11.9;32
BER;202305180940;401;10.5;0.0;64.8;11.5;65
BER;202305180950;409;10.6;0.0;64.0;10.8;43
BER;202305181000;425;10.8;0.0;62.6;9.7;73
BER;202305181010;400;10.9;0.0;65.3;11.9;56
BER;202305181020;493;11.0;0.0;62.6;12.6;77
BER;202305181030;560;11.1;0.0;59.9;12.6;86
BER;202305181040;474;11.5;0.0;61.7;13.3;74
BER;202305181050;523;11.4;0.0;61.5;13.0;72
