 

stn;time;gre000z0;tre200s0;rre150z0;ure200s0;fu3010z0;dkl010z0
BER;202306100530;61;16.9;0.0;87.4;7.2;156
BER;202306100540;60;16.9;0.0;87.2;6.1;158
BER;202306100550;67;16.9;0.0;86.1;6.5;162
BER;202306100600;78;17.0;0.0;84.2;6.8;146
BER;202306100610;92;17.0;0.0;86.4;7.6;160
BER;202306100620;114;17.1;0.0;86.4;6.8;169
BER;202306100630;157;17.2;0.0;85.1;8.3;157
BER;202306100640;212;17.4;0.0;85.9;7.2;154
BER;202306100650;248;17.7;0.0;84.4;7.2;158
BER;202306100700;249;17.7;0.0;82.3;5.8;157
BER;202306100710;231;17.9;0.0;82.2;5.4;153
BER;202306100720;228;17.7;0.0;80.9;5.0;164
BER;202306100730;256;18.1;0.0;81.1;4.0;196
BER;202306100740;272;18.1;0.0;81.7;5.4;179
BER;202306100750;284;18.4;0.0;81.1;4.3;173
BER;202306100800;307;18.5;0.0;80.5;4.3;174
BER;202306100810;308;18.6;0.0;81.4;3.6;198
BER;202306100820;317;18.5;0.0;78.3;5.0;180
BER;202306100830;340;18.7;0.0;77.0;5.4;181
BER;202306100840;355;18.9;0.0;78.3;5.8;237
BER;202306100850;370;18.9;0.0;77.9;3.6;238
BER;202306100900;470;19.1;0.0;78.8;2.2;247
BER;202306100910;502;19.5;0.0;76.6;1.4;108
BER;202306100920;443;19.6;0.0;76.8;2.9;284
BER;202306100930;522;19.8;0.0;75.5;3.2;262
BER;202306100940;796;20.9;0.0;71.0;2.2;102
BER;202306100950;660;20.2;0.0;71.1;3.6;137
BER;202306101000;634;21.4;0.0;71.1;2.9;21
BER;202306101010;452;20.6;0.0;70.4;5.8;224
BER;202306101020;872;21.3;0.0;69.6;3.6;173
BER;202306101030;935;21.4;0.0;62.3;4.0;247
BER;202306101040;1022;22.2;0.0;61.6;4.0;201
BER;202306101050;863;21.4;0.0;61.2;5.0;181
BER;202306101100;882;22.7;0.0;58.0;4.7;322
BER;202306101110;742;21.8;0.0;57.1;3.6;27
BER;202306101120;702;21.9;0.0;53.0;4.0;90
BER;202306101130;898;22.2;0.0;57.3;4.3;124
BER;202306101140;1049;22.8;0.0;53.5;4.0;59
BER;202306101150;1086;23.8;0.0;53.8;4.0;60
BER;202306101200;1090;23.6;0.0;49.8;4.3;104
BER;202306101210;852;24.2;0.0;53.3;5.0;15
BER;202306101220;322;22.5;0.0;53.8;5.0;59
BER;202306101230;237;22.8;0.0;51.0;1.8;244
BER;202306101240;229;22.7;0.0;57.0;1.8;303
BER;202306101250;349;22.7;0.0;50.8;2.5;317
BER;202306101300;960;24.0;0.0;51.3;3.2;267
BER;202306101310;984;24.0;0.0;50.2;7.2;240
BER;202306101320;899;24.3;0.0;50.3;7.9;254
BER;202306101330;524;24.0;0.0;53.7;5.4;194
BER;202306101340;280;23.4;0.0;44.8;4.3;102
BER;202306101350;701;24.2;0.0;48.9;4.3;148
BER;202306101400;827;24.7;0.0;44.2;4.7;40
BER;202306101410;482;24.2;0.0;46.5;4.7;311
BER;202306101420;558;24.8;0.0;46.8;6.1;251
BER;202306101430;408;24.4;0.0;46.0;7.6;266
BER;202306101440;319;24.3;0.0;48.9;7.9;265
BER;202306101450;773;25.6;0.0;37.5;7.9;298
BER;202306101500;779;25.5;0.0;37.6;5.4;296
BER;202306101510;764;25.0;0.0;46.3;8.3;204
BER;202306101520;580;25.0;0.0;46.6;8.6;164
BER;202306101530;571;25.6;0.0;46.9;6.5;190
BER;202306101540;567;25.3;0.0;45.8;4.0;193
BER;202306101550;512;25.3;0.0;48.4;6.1;207
BER;202306101600;554;25.1;0.0;46.9;6.5;219
BER;202306101610;525;25.0;0.0;55.5;6.1;242
BER;202306101620;452;25.1;0.0;49.8;5.8;204
BER;202306101630;416;25.4;0.0;41.8;2.9;123
BER;202306101640;385;25.7;0.0;33.5;5.0;5
BER;202306101650;352;25.5;0.0;34.4;4.7;21
BER;202306101700;332;25.2;0.0;37.2;3.2;338
BER;202306101710;294;24.4;0.0;55.7;5.4;262
BER;202306101720;267;23.9;0.0;57.0;11.2;268
BER;202306101730;241;23.8;0.0;58.1;4.7;306
BER;202306101740;211;23.7;0.0;60.2;5.8;257
BER;202306101750;182;23.1;0.0;61.2;6.1;257
BER;202306101800;156;22.8;0.0;59.5;6.5;273
BER;202306101810;129;22.6;0.0;60.0;8.6;255
BER;202306101820;103;22.0;0.0;61.9;4.7;246
BER;202306101830;77;22.1;0.0;61.9;4.3;221
BER;202306101840;35;22.0;0.0;61.1;4.7;220
BER;202306101850;23;21.6;0.0;62.9;3.6;209
BER;202306101900;11;21.3;0.0;64.3;2.2;228
BER;202306101910;7;20.5;0.0;69.3;2.5;212
BER;202306101920;5;20.8;0.0;67.7;1.8;188
BER;202306101930;3;20.9;0.0;65.4;2.2;191
BER;202306101940;1;20.0;0.0;70.9;1.8;108
BER;202306101950;0;19.4;0.0;73.9;2.2;56
BER;202306102000;0;19.3;0.0;74.2;0.4;51
BER;202306102010;0;19.1;0.0;75.1;0.0;0
BER;202306102020;0;18.8;0.0;77.1;2.9;65
BER;202306102030;0;18.9;0.0;76.0;1.4;18
BER;202306102040;0;18.9;0.0;75.9;2.5;23
BER;202306102050;0;18.0;0.0;82.9;0.7;103
BER;202306102100;0;18.6;0.0;79.9;2.5;166
BER;202306102110;0;18.6;0.0;77.6;2.2;186
BER;202306102120;0;19.0;0.0;75.0;2.5;168
BER;202306102130;0;18.5;0.0;79.0;2.5;156
BER;202306102140;0;18.8;0.0;76.4;4.0;164
BER;202306102150;0;18.2;0.0;77.9;2.9;189
BER;202306102200;0;17.5;0.0;82.6;1.1;197
BER;202306102210;0;17.8;0.0;79.4;2.5;163
BER;202306102220;0;17.5;0.0;79.3;2.9;188
BER;202306102230;0;16.5;0.0;85.4;1.8;159
BER;202306102240;0;17.3;0.0;80.8;0.7;191
BER;202306102250;0;17.2;0.0;79.8;2.5;201
BER;202306102300;0;17.4;0.0;79.5;0.7;161
BER;202306102310;0;17.0;0.0;82.1;0.0;0
BER;202306102320;0;16.2;0.0;86.5;0.0;0
BER;202306102330;0;15.6;0.0;88.6;0.0;0
BER;202306102340;0;15.7;0.0;88.2;0.0;0
BER;202306102350;0;15.3;0.0;89.4;0.0;0
BER;202306110000;0;15.3;0.0;89.6;1.8;3
BER;202306110010;0;15.6;0.0;88.7;0.0;0
BER;202306110020;0;15.0;0.0;91.4;0.0;0
BER;202306110030;0;15.5;0.0;89.8;0.0;0
BER;202306110040;0;15.4;0.0;90.8;0.0;0
BER;202306110050;0;15.6;0.0;88.9;1.4;152
BER;202306110100;0;14.4;0.0;92.7;1.4;185
BER;202306110110;0;14.9;0.0;90.3;0.0;0
BER;202306110120;0;14.9;0.0;89.6;2.2;204
BER;202306110130;0;14.4;0.0;91.3;0.7;190
BER;202306110140;0;15.1;0.0;90.2;0.7;201
BER;202306110150;0;14.7;0.0;90.1;0.4;156
BER;202306110200;0;14.5;0.0;91.5;1.8;113
BER;202306110210;0;14.3;0.0;92.0;0.0;0
BER;202306110220;0;13.8;0.0;91.6;0.0;0
BER;202306110230;0;14.5;0.0;89.5;0.4;135
BER;202306110240;0;14.4;0.0;91.0;3.2;134
BER;202306110250;0;13.5;0.0;92.8;2.2;143
BER;202306110300;0;13.6;0.0;95.7;0.4;155
BER;202306110310;0;13.7;0.0;93.4;1.1;170
BER;202306110320;0;13.7;0.0;93.9;0.0;0
BER;202306110330;1;13.9;0.0;93.1;0.0;0
BER;202306110340;4;13.9;0.0;93.1;0.7;193
BER;202306110350;9;13.6;0.0;93.0;1.1;193
BER;202306110400;15;13.8;0.0;96.6;0.0;0
BER;202306110410;21;13.7;0.0;93.7;1.1;206
BER;202306110420;27;13.7;0.0;91.4;0.7;190
BER;202306110430;40;13.4;0.0;93.9;1.4;164
BER;202306110440;95;14.2;0.0;90.7;1.4;147
BER;202306110450;132;14.6;0.0;90.2;0.0;0
BER;202306110500;170;14.9;0.0;90.3;1.1;142
BER;202306110510;198;15.1;0.0;89.2;0.7;94
BER;202306110520;214;15.8;0.0;85.5;1.8;143
BER;202306110530;226;16.0;0.0;86.1;3.2;208
BER;202306110540;245;16.2;0.0;86.3;2.2;243
BER;202306110550;272;16.7;0.0;84.6;1.4;244
BER;202306110600;301;17.0;0.0;81.9;1.4;341
BER;202306110610;330;17.9;0.0;80.7;1.1;338
BER;202306110620;358;18.1;0.0;75.0;1.1;12
BER;202306110630;388;18.7;0.0;71.0;2.2;34
BER;202306110640;417;18.8;0.0;70.0;2.9;1
BER;202306110650;448;18.8;0.0;69.9;2.2;333
BER;202306110700;478;19.3;0.0;70.0;2.9;8
BER;202306110710;506;19.7;0.0;68.3;4.7;2
BER;202306110720;528;19.7;0.0;67.8;6.1;350
BER;202306110730;554;20.2;0.0;69.4;7.6;5
BER;202306110740;585;20.0;0.0;66.4;7.2;3
BER;202306110750;614;20.6;0.0;65.4;7.2;354
BER;202306110800;643;20.8;0.0;63.8;8.3;358
BER;202306110810;669;21.1;0.0;61.5;7.2;9
BER;202306110820;695;21.1;0.0;61.4;8.3;8
BER;202306110830;721;21.5;0.0;59.3;9.4;351
BER;202306110840;744;21.3;0.0;60.6;8.6;350
BER;202306110850;766;22.1;0.0;60.0;9.4;17
BER;202306110900;786;22.0;0.0;59.4;9.7;12
BER;202306110910;805;22.3;0.0;59.3;9.0;26
BER;202306110920;825;22.6;0.0;53.7;11.5;9
BER;202306110930;842;23.4;0.0;52.6;12.6;1
BER;202306110940;860;23.8;0.0;52.9;14.4;360
BER;202306110950;879;23.5;0.0;51.6;12.2;26
BER;202306111000;887;24.2;0.0;49.6;13.3;15
BER;202306111010;904;24.1;0.0;48.9;12.2;36
BER;202306111020;915;24.1;0.0;48.7;14.8;46
BER;202306111030;919;24.7;0.0;47.4;12.2;1
BER;202306111040;926;24.7;0.0;46.0;13.7;7
BER;202306111050;936;25.3;0.0;46.6;14.8;27
BER;202306111100;941;24.7;0.0;43.0;14.4;22
BER;202306111110;947;24.8;0.0;46.8;14.0;37
BER;202306111120;951;24.8;0.0;45.7;14.8;37
BER;202306111130;950;24.5;0.0;48.6;13.0;47
BER;202306111140;948;25.5;0.0;46.9;14.4;25
BER;202306111150;952;25.7;0.0;49.3;12.6;64
BER;202306111200;953;25.6;0.0;44.8;11.5;34
BER;202306111210;942;25.8;0.0;45.0;13.7;22
BER;202306111220;941;25.6;0.0;41.6;15.8;32
BER;202306111230;938;26.1;0.0;43.1;16.2;29
BER;202306111240;930;26.0;0.0;41.1;14.4;23
BER;202306111250;925;25.9;0.0;42.0;12.6;44
BER;202306111300;919;25.9;0.0;43.7;17.3;40
BER;202306111310;703;25.7;0.0;43.8;15.1;57
BER;202306111320;894;26.0;0.0;47.2;14.0;47
BER;202306111330;887;26.0;0.0;44.2;13.3;49
BER;202306111340;853;26.4;0.0;41.5;16.9;56
BER;202306111350;841;26.1;0.0;41.4;12.6;43
BER;202306111400;818;26.2;0.0;43.4;13.7;25
BER;202306111410;800;26.0;0.0;39.8;14.4;45
BER;202306111420;775;26.5;0.0;41.3;14.8;42
BER;202306111430;752;26.2;0.0;39.0;16.2;45
BER;202306111440;733;26.4;0.0;43.3;15.5;40
BER;202306111450;708;26.5;0.0;42.0;15.8;40
BER;202306111500;680;26.1;0.0;40.5;14.8;68
BER;202306111510;653;26.5;0.0;40.5;14.4;43
BER;202306111520;608;26.4;0.0;40.7;16.9;35
BER;202306111530;593;26.2;0.0;42.0;16.6;49
BER;202306111540;561;25.9;0.0;42.2;13.0;75
BER;202306111550;547;26.1;0.0;42.2;16.9;51
BER;202306111600;524;26.2;0.0;39.0;15.5;52
BER;202306111610;498;26.3;0.0;38.4;14.8;39
BER;202306111620;469;25.9;0.0;37.6;18.7;50
BER;202306111630;436;25.9;0.0;38.0;15.8;47
BER;202306111640;403;25.8;0.0;38.8;16.6;47
BER;202306111650;379;25.7;0.0;41.8;15.5;44
BER;202306111700;348;25.7;0.0;38.5;13.7;46
BER;202306111710;319;25.4;0.0;42.8;13.7;85
BER;202306111720;285;25.4;0.0;42.5;13.0;60
BER;202306111730;256;24.8;0.0;43.5;15.1;43
BER;202306111740;227;25.1;0.0;43.9;13.7;39
BER;202306111750;194;25.0;0.0;42.6;10.8;69
BER;202306111800;169;24.5;0.0;49.0;10.1;63
BER;202306111810;131;24.4;0.0;44.7;9.7;70
BER;202306111820;94;23.9;0.0;45.3;9.4;72
BER;202306111830;56;23.5;0.0;46.2;9.0;55
BER;202306111840;34;23.6;0.0;42.9;8.3;50
BER;202306111850;23;22.6;0.0;49.6;6.8;57
BER;202306111900;13;23.4;0.0;48.3;7.2;52
BER;202306111910;7;22.9;0.0;47.1;6.1;57
BER;202306111920;4;21.9;0.0;49.2;3.6;83
BER;202306111930;1;22.6;0.0;47.4;2.5;78
BER;202306111940;0;21.5;0.0;55.0;2.9;67
BER;202306111950;0;21.2;0.0;53.8;2.9;25
BER;202306112000;0;20.3;0.0;57.5;4.0;17
BER;202306112010;0;19.5;0.0;60.6;5.8;26
BER;202306112020;0;19.9;0.0;59.6;7.2;36
BER;202306112030;0;18.6;0.0;64.6;8.6;32
BER;202306112040;0;19.0;0.0;62.0;9.0;35
BER;202306112050;0;18.2;0.0;67.0;9.7;30
BER;202306112100;0;18.5;0.0;64.6;8.6;26
BER;202306112110;0;18.1;0.0;66.5;10.4;25
BER;202306112120;0;17.9;0.0;68.5;11.2;26
BER;202306112130;0;18.0;0.0;66.5;11.2;23
BER;202306112140;0;18.1;0.0;65.8;11.5;25
BER;202306112150;0;18.4;0.0;62.9;10.4;26
BER;202306112200;0;18.0;0.0;63.8;11.9;28
BER;202306112210;0;17.8;0.0;63.7;12.2;26
BER;202306112220;0;17.9;0.0;63.0;14.0;21
BER;202306112230;0;17.9;0.0;62.8;13.3;23
BER;202306112240;0;17.8;0.0;62.9;13.0;25
BER;202306112250;0;18.0;0.0;61.2;12.6;28
BER;202306112300;0;17.3;0.0;66.0;10.1;27
BER;202306112310;0;17.4;0.0;64.4;6.5;27
BER;202306112320;0;17.2;0.0;65.7;3.2;1
BER;202306112330;0;17.8;0.0;62.0;2.9;354
BER;202306112340;0;16.7;0.0;66.7;1.1;359
BER;202306112350;0;15.3;0.0;73.4;2.5;326
BER;202306120000;0;15.5;0.0;73.4;2.5;336
BER;202306120010;0;14.9;0.0;75.7;3.6;348
BER;202306120020;0;15.0;0.0;74.9;4.7;350
BER;202306120030;0;14.5;0.0;77.2;5.4;3
BER;202306120040;0;14.3;0.0;77.3;5.8;17
BER;202306120050;0;13.7;0.0;80.7;4.3;19
BER;202306120100;0;13.6;0.0;80.1;4.0;36
BER;202306120110;0;13.1;0.0;82.0;3.6;22
BER;202306120120;0;13.5;0.0;80.5;4.3;357
BER;202306120130;0;13.7;0.0;79.3;3.6;360
BER;202306120140;0;13.4;0.0;79.7;4.0;15
BER;202306120150;0;12.5;0.0;84.4;2.9;14
BER;202306120200;0;12.2;0.0;85.4;2.5;14
BER;202306120210;0;12.6;0.0;82.7;2.5;347
BER;202306120220;0;13.1;0.0;80.4;2.9;17
BER;202306120230;0;13.0;0.0;80.0;2.5;40
BER;202306120240;0;11.6;0.0;87.1;4.0;15
BER;202306120250;0;13.0;0.0;80.4;1.1;57
BER;202306120300;0;13.1;0.0;80.0;1.4;122
BER;202306120310;0;12.1;0.0;84.8;1.4;123
BER;202306120320;0;11.8;0.0;85.7;0.4;0
BER;202306120330;1;12.6;0.0;81.4;2.5;4
BER;202306120340;4;12.1;0.0;83.9;1.1;19
BER;202306120350;8;11.9;0.0;84.9;0.0;0
BER;202306120400;13;12.4;0.0;83.4;0.0;0
BER;202306120410;18;11.8;0.0;86.5;0.0;0
BER;202306120420;23;11.9;0.0;85.8;0.7;1
BER;202306120430;33;11.8;0.0;88.8;0.4;24
BER;202306120440;92;12.4;0.0;86.9;0.0;0
BER;202306120450;120;13.0;0.0;86.4;0.0;0
BER;202306120500;147;13.8;0.0;83.5;0.0;0
BER;202306120510;174;14.1;0.0;83.8;0.0;0
BER;202306120520;202;14.7;0.0;76.9;0.0;0
BER;202306120530;231;15.0;0.0;74.3;0.0;0
BER;202306120540;258;15.4;0.0;73.2;0.0;0
BER;202306120550;288;15.8;0.0;70.5;1.1;150
BER;202306120600;317;16.5;0.0;73.7;0.4;157
BER;202306120610;346;16.7;0.0;70.2;0.0;0
BER;202306120620;375;17.2;0.0;63.5;0.0;0
BER;202306120630;405;18.1;0.0;63.5;0.7;22
BER;202306120640;436;18.2;0.0;60.8;0.7;104
BER;202306120650;467;19.1;0.0;58.0;7.2;12
BER;202306120700;499;19.6;0.0;58.7;7.6;25
BER;202306120710;529;19.8;0.0;57.4;7.6;28
BER;202306120720;557;19.6;0.0;53.0;7.2;19
BER;202306120730;585;19.5;0.0;53.7;6.8;30
BER;202306120740;612;20.3;0.0;57.1;7.6;15
BER;202306120750;640;20.0;0.0;52.9;9.4;57
BER;202306120800;667;20.4;0.0;56.9;9.7;37
BER;202306120810;693;20.7;0.0;52.7;11.9;37
BER;202306120820;718;20.7;0.0;51.3;12.2;59
BER;202306120830;740;21.7;0.0;49.4;11.2;45
BER;202306120840;764;21.5;0.0;47.1;11.5;16
BER;202306120850;785;21.7;0.0;48.0;12.6;14
BER;202306120900;805;21.4;0.0;47.2;11.5;29
BER;202306120910;826;21.6;0.0;44.0;12.2;30
BER;202306120920;844;22.0;0.0;42.9;13.0;17
BER;202306120930;862;22.1;0.0;44.4;14.8;12
BER;202306120940;878;23.3;0.0;46.0;13.3;28
BER;202306120950;892;22.6;0.0;41.9;15.5;15
BER;202306121000;905;22.9;0.0;43.6;15.1;18
BER;202306121010;916;23.5;0.0;42.6;18.0;3
BER;202306121020;928;22.5;0.0;44.8;16.9;25
BER;202306121030;940;23.6;0.0;42.3;14.0;26
BER;202306121040;946;23.7;0.0;42.0;15.1;21
BER;202306121050;951;24.1;0.0;44.1;13.3;31
BER;202306121100;958;24.1;0.0;41.1;14.0;27
BER;202306121110;963;23.9;0.0;42.3;16.2;15
BER;202306121120;963;24.9;0.0;41.6;15.1;2
BER;202306121130;969;24.3;0.0;40.3;16.2;23
BER;202306121140;966;25.4;0.0;40.3;14.0;19
BER;202306121150;967;24.5;0.0;40.2;15.1;45
BER;202306121200;964;24.7;0.0;40.1;17.3;15
BER;202306121210;965;24.4;0.0;37.8;15.5;31
BER;202306121220;958;25.1;0.0;38.8;13.3;24
BER;202306121230;957;25.1;0.0;36.8;15.5;18
BER;202306121240;947;25.4;0.0;39.7;11.5;48
BER;202306121250;943;25.0;0.0;36.3;11.5;54
BER;202306121300;934;25.5;0.0;38.2;14.0;21
BER;202306121310;921;26.0;0.0;35.4;17.6;16
BER;202306121320;915;25.4;0.0;33.6;12.6;54
BER;202306121330;648;24.9;0.0;36.0;14.0;49
BER;202306121340;829;25.5;0.0;39.6;14.8;45
BER;202306121350;837;25.6;0.0;35.3;15.8;25
BER;202306121400;798;25.6;0.0;35.3;11.5;67
BER;202306121410;648;25.9;0.0;37.2;10.4;37
BER;202306121420;629;25.7;0.0;35.8;12.6;29
BER;202306121430;717;25.6;0.0;35.3;14.8;18
BER;202306121440;666;25.8;0.0;35.4;13.0;43
BER;202306121450;694;26.0;0.0;37.0;15.1;38
BER;202306121500;654;25.8;0.0;36.6;13.3;34
BER;202306121510;623;25.9;0.0;34.6;16.6;42
BER;202306121520;608;25.9;0.0;35.9;15.5;44
BER;202306121530;529;25.8;0.0;35.6;15.8;37
BER;202306121540;613;25.9;0.0;34.3;15.5;41
BER;202306121550;573;26.1;0.0;34.0;14.8;24
BER;202306121600;557;25.8;0.0;33.9;16.2;35
BER;202306121610;525;25.8;0.0;32.9;14.4;49
BER;202306121620;486;25.7;0.0;32.2;17.6;42
BER;202306121630;460;25.5;0.0;31.5;15.1;43
BER;202306121640;429;25.6;0.0;30.7;15.5;49
BER;202306121650;398;25.3;0.0;33.5;13.7;48
BER;202306121700;342;25.2;0.0;33.1;14.8;38
BER;202306121710;308;24.9;0.0;31.2;11.9;59
BER;202306121720;291;24.8;0.0;33.8;10.1;71
BER;202306121730;202;24.6;0.0;31.4;9.4;47
BER;202306121740;166;24.2;0.0;34.5;10.1;51
BER;202306121750;108;24.0;0.0;32.8;6.8;69
BER;202306121800;68;23.7;0.0;34.5;5.4;55
BER;202306121810;69;23.5;0.0;32.3;6.1;53
BER;202306121820;94;23.4;0.0;36.3;5.8;65
BER;202306121830;90;22.8;0.0;37.3;4.3;50
BER;202306121840;55;22.5;0.0;38.2;5.0;45
BER;202306121850;34;22.7;0.0;37.4;2.9;45
BER;202306121900;22;21.8;0.0;40.6;2.5;42
BER;202306121910;15;20.7;0.0;45.8;1.1;54
BER;202306121920;9;20.4;0.0;47.3;1.8;40
BER;202306121930;3;19.4;0.0;50.8;1.1;65
BER;202306121940;1;18.2;0.0;58.3;2.5;57
BER;202306121950;0;19.7;0.0;48.4;3.6;24
BER;202306122000;0;18.7;0.0;51.3;4.3;11
BER;202306122010;0;18.9;0.0;51.6;4.0;13
BER;202306122020;0;18.6;0.0;50.4;4.7;16
BER;202306122030;0;18.2;0.0;52.1;5.0;9
BER;202306122040;0;16.9;0.0;58.2;6.5;11
BER;202306122050;0;16.8;0.0;58.7;7.6;16
BER;202306122100;0;16.6;0.0;59.7;7.6;24
BER;202306122110;0;16.4;0.0;62.3;9.4;30
BER;202306122120;0;16.1;0.0;63.8;10.8;26
BER;202306122130;0;16.3;0.0;62.1;10.8;26
BER;202306122140;0;16.7;0.0;59.7;10.8;28
BER;202306122150;0;16.9;0.0;59.2;9.0;25
BER;202306122200;0;16.7;0.0;59.9;5.4;18
BER;202306122210;0;16.6;0.0;60.0;4.7;5
BER;202306122220;0;16.0;0.0;63.4;5.4;4
BER;202306122230;0;16.5;0.0;60.3;5.0;1
BER;202306122240;0;16.4;0.0;60.7;5.0;9
BER;202306122250;0;16.0;0.0;62.5;2.9;2
BER;202306122300;0;14.9;0.0;68.8;2.9;347
BER;202306122310;0;15.6;0.0;64.3;2.2;335
BER;202306122320;0;15.8;0.0;62.7;1.8;306
BER;202306122330;0;14.9;0.0;67.8;1.4;338
BER;202306122340;0;14.1;0.0;72.1;2.5;357
BER;202306122350;0;14.0;0.0;72.3;2.9;344
BER;202306130000;0;14.5;0.0;66.9;3.6;342
BER;202306130010;0;14.9;0.0;64.4;5.4;350
BER;202306130020;0;14.9;0.0;63.5;5.8;357
BER;202306130030;0;15.0;0.0;61.7;6.5;8
BER;202306130040;0;15.2;0.0;60.7;6.1;14
BER;202306130050;0;14.9;0.0;61.5;5.4;14
BER;202306130100;0;15.6;0.0;56.6;2.9;22
BER;202306130110;0;13.7;0.0;67.3;2.5;342
BER;202306130120;0;13.9;0.0;66.6;2.9;327
BER;202306130130;0;14.1;0.0;64.3;3.6;349
BER;202306130140;0;13.6;0.0;67.0;3.6;350
BER;202306130150;0;13.9;0.0;65.2;4.7;3
BER;202306130200;0;14.7;0.0;60.2;2.9;8
BER;202306130210;0;14.4;0.0;61.5;2.5;358
BER;202306130220;0;13.5;0.0;67.5;4.7;22
BER;202306130230;0;12.6;0.0;72.3;6.8;20
BER;202306130240;0;12.4;0.0;72.6;7.9;19
BER;202306130250;0;12.4;0.0;72.7;8.6;15
BER;202306130300;0;12.8;0.0;69.6;10.1;16
BER;202306130310;0;12.9;0.0;69.9;11.9;16
BER;202306130320;0;12.9;0.0;68.1;12.6;17
BER;202306130330;1;13.1;0.0;67.3;11.5;18
BER;202306130340;4;13.2;0.0;66.3;9.0;14
BER;202306130350;9;13.2;0.0;66.2;2.2;328
BER;202306130400;15;13.4;0.0;65.8;2.5;332
BER;202306130410;21;12.3;0.0;73.1;4.7;342
BER;202306130420;27;12.3;0.0;73.1;5.0;349
BER;202306130430;41;12.9;0.0;70.6;4.7;333
BER;202306130440;91;13.5;0.0;67.4;2.9;318
BER;202306130450;118;13.8;0.0;68.3;3.2;326
BER;202306130500;141;14.1;0.0;64.1;4.3;352
BER;202306130510;113;13.9;0.0;66.2;5.8;354
BER;202306130520;90;14.2;0.0;64.1;5.8;360
BER;202306130530;218;14.7;0.0;65.1;9.0;5
BER;202306130540;249;15.1;0.0;60.9;11.9;4
BER;202306130550;281;15.5;0.0;59.8;12.6;7
BER;202306130600;311;15.9;0.0;57.9;15.1;13
BER;202306130610;342;16.2;0.0;58.5;14.0;18
BER;202306130620;378;16.4;0.0;58.7;14.0;23
BER;202306130630;446;16.6;0.0;55.2;12.2;39
BER;202306130640;289;16.6;0.0;55.4;13.3;29
BER;202306130650;251;16.5;0.0;55.7;12.6;29
BER;202306130700;339;16.7;0.0;55.5;10.1;31
BER;202306130710;569;17.4;0.0;54.8;9.7;12
BER;202306130720;443;17.3;0.0;54.2;10.8;5
BER;202306130730;351;17.0;0.0;54.8;9.4;25
BER;202306130740;406;17.4;0.0;54.4;10.1;26
BER;202306130750;511;17.7;0.0;55.4;10.8;17
BER;202306130800;666;18.7;0.0;53.4;11.5;17
BER;202306130810;615;18.2;0.0;53.9;10.8;16
BER;202306130820;734;18.5;0.0;52.1;10.1;24
BER;202306130830;726;18.7;0.0;51.2;8.3;29
BER;202306130840;750;19.5;0.0;52.7;9.0;357
BER;202306130850;774;19.8;0.0;47.0;10.8;6
BER;202306130900;797;20.8;0.0;51.0;9.7;357
BER;202306130910;812;20.2;0.0;46.8;11.5;7
BER;202306130920;829;20.5;0.0;41.0;10.1;19
BER;202306130930;848;21.0;0.0;43.3;12.6;11
BER;202306130940;866;20.8;0.0;41.8;12.6;19
BER;202306130950;878;21.1;0.0;41.7;14.0;11
BER;202306131000;888;21.4;0.0;44.0;13.7;17
BER;202306131010;900;22.2;0.0;41.5;15.8;16
BER;202306131020;912;22.2;0.0;43.8;11.5;40
BER;202306131030;920;22.1;0.0;44.7;13.7;46
BER;202306131040;929;21.2;0.0;42.8;15.5;12
BER;202306131050;937;22.1;0.0;42.0;15.1;7
BER;202306131100;943;22.4;0.0;42.1;15.5;1
BER;202306131110;947;23.0;0.0;42.8;14.0;14
BER;202306131120;950;23.2;0.0;37.8;15.5;22
BER;202306131130;951;23.4;0.0;38.1;11.9;11
BER;202306131140;950;22.9;0.0;36.9;16.6;5
BER;202306131150;950;23.7;0.0;41.6;17.6;14
BER;202306131200;946;23.0;0.0;36.3;13.0;40
BER;202306131210;947;23.8;0.0;39.3;13.3;40
BER;202306131220;941;23.5;0.0;39.3;14.4;47
BER;202306131230;934;23.5;0.0;40.5;15.1;42
BER;202306131240;926;24.3;0.0;38.5;12.6;50
BER;202306131250;917;24.3;0.0;39.9;11.9;34
BER;202306131300;909;23.8;0.0;38.4;15.8;49
BER;202306131310;885;24.2;0.0;39.3;16.2;41
BER;202306131320;883;24.6;0.0;39.3;15.1;30
BER;202306131330;871;24.3;0.0;35.5;15.5;28
BER;202306131340;858;24.6;0.0;39.8;16.9;38
BER;202306131350;829;25.1;0.0;36.6;14.4;14
BER;202306131400;816;24.7;0.0;37.3;17.3;32
BER;202306131410;792;24.3;0.0;36.8;15.5;18
BER;202306131420;752;25.0;0.0;38.0;16.9;28
BER;202306131430;580;24.4;0.0;36.8;19.8;21
BER;202306131440;687;24.7;0.0;38.3;14.8;31
BER;202306131450;707;25.0;0.0;36.7;15.8;23
BER;202306131500;698;25.1;0.0;40.2;14.8;23
BER;202306131510;669;24.4;0.0;39.0;16.9;33
BER;202306131520;632;25.1;0.0;40.1;16.2;30
BER;202306131530;599;24.5;0.0;37.4;15.1;24
BER;202306131540;574;24.2;0.0;40.1;14.8;58
BER;202306131550;552;24.4;0.0;38.9;15.5;41
BER;202306131600;522;24.4;0.0;36.4;14.8;39
BER;202306131610;485;24.4;0.0;35.1;13.0;39
BER;202306131620;369;24.1;0.0;38.1;13.0;60
